antecedent,consequent,support,confidence,lift,department
"Bag of Organic Bananas, Organic Hass Avocado",Organic Baby Spinach,0.004986666666666667,0.20858895705521474,1.830798335768415,produce
"Organic Baby Spinach, Organic Hass Avocado",Bag of Organic Bananas,0.004986666666666667,0.3298059964726632,2.0740776232978146,produce
"Bag of Organic Bananas, Organic Baby Spinach",Organic Hass Avocado,0.004986666666666667,0.2259818731117825,2.4738929329125217,produce
"Organic Baby Spinach, Organic Hass Avocado",Organic Strawberries,0.003426666666666667,0.22663139329805998,1.8410348765073923,produce
"Organic Baby Spinach, Organic Strawberries",Organic Hass Avocado,0.003426666666666667,0.19366993217784478,2.120164196954949,produce
"Organic Hass Avocado, Organic Strawberries",Organic Baby Spinach,0.003426666666666667,0.19316046599022926,1.6953815037176354,produce
Organic Lemon,Organic Hass Avocado,0.008986666666666667,0.2251169004676019,2.4644238118625226,produce
Organic Lemon,Bag of Organic Bananas,0.00926,0.2319639278557114,1.4587702992770715,produce
Organic Lemon,Organic Baby Spinach,0.0062,0.155310621242485,1.3631710465987565,produce
Organic Lemon,Organic Strawberries,0.006826666666666667,0.17100868403473615,1.3891850855786851,produce
Organic Garlic,Organic Baby Spinach,0.009613333333333333,0.1930646672914714,1.6945406725407086,produce
Organic Garlic,Limes,0.007573333333333333,0.1520953273530593,2.2952011169978768,produce
Organic Garlic,Organic Hass Avocado,0.007673333333333333,0.15410362833043245,1.6870197233662871,produce
Organic Yellow Onion,Organic Garlic,0.00972,0.19991772932949403,4.0149497120664215,produce
Organic Garlic,Organic Yellow Onion,0.00972,0.19520685500066942,4.014949712066422,produce
Organic Yellow Onion,Organic Baby Spinach,0.008393333333333333,0.1726312902783491,1.515195643168658,produce
Organic Yellow Onion,Organic Hass Avocado,0.0084,0.17276840806252572,1.8913487964807223,produce
Green Bell Pepper,Organic Baby Spinach,0.00438,0.16837519220912353,1.4778396039419854,produce
Large Lemon,Organic Avocado,0.011446666666666667,0.16250236607987886,1.8584442598339301,produce
Large Lemon,Organic Baby Spinach,0.01058,0.15019875070982397,1.3183038388808423,produce
"Banana, Large Lemon",Organic Avocado,0.00392,0.21875,2.501715462031107,produce
"Large Lemon, Organic Avocado",Banana,0.00392,0.3424577751892836,1.5474820388128496,produce
"Banana, Large Lemon",Organic Baby Spinach,0.0032066666666666667,0.1789434523809524,1.5705978851458666,produce
"Large Lemon, Organic Baby Spinach",Banana,0.0032066666666666667,0.30308758664146185,1.3695778881222858,produce
Organic Red Onion,Organic Baby Spinach,0.005673333333333333,0.18637757336837496,1.635847630500658,produce
Organic Red Onion,Limes,0.004853333333333334,0.15943933420937365,2.406026170161574,produce
Organic Red Onion,Organic Hass Avocado,0.004926666666666667,0.16184844502847132,1.7718046091279154,produce
"Banana, Organic Baby Spinach",Organic Strawberries,0.004426666666666666,0.18500975202006129,1.5029224372060217,produce
"Banana, Organic Strawberries",Organic Baby Spinach,0.004426666666666666,0.1655860349127182,1.4533589957230972,produce
"Bag of Organic Bananas, Organic Baby Spinach",Organic Strawberries,0.004593333333333333,0.2081570996978852,1.690959380161537,produce
"Organic Baby Spinach, Organic Strawberries",Bag of Organic Bananas,0.004593333333333333,0.2596081386586285,1.6326186818209907,produce
"Bag of Organic Bananas, Organic Strawberries",Organic Baby Spinach,0.004593333333333333,0.17443037974683542,1.5309863640740382,produce
Organic Avocado,Organic Baby Spinach,0.01546,0.17680695333943275,1.5518456992928562,produce
Organic Avocado,Banana,0.026213333333333335,0.29978652028057334,1.3546611851810815,produce
"Banana, Organic Baby Spinach",Organic Avocado,0.005226666666666667,0.21844524937308443,2.498230207834909,produce
"Banana, Organic Avocado",Organic Baby Spinach,0.005226666666666667,0.19938962360122076,1.75005521007508,produce
"Organic Avocado, Organic Baby Spinach",Banana,0.005226666666666667,0.33807675722294095,1.5276853015044778,produce
"Banana, Organic Avocado",Organic Strawberries,0.004266666666666667,0.16276703967446593,1.3222342784278305,produce
"Banana, Organic Strawberries",Organic Avocado,0.004266666666666667,0.1596009975062344,1.8252630089917017,produce
"Organic Avocado, Organic Strawberries",Banana,0.004266666666666667,0.3591470258136925,1.6228966372060214,produce
Fresh Cauliflower,Organic Baby Spinach,0.00574,0.173344070867727,1.5214517630286162,produce
Organic Italian Parsley Bunch,Organic Garlic,0.005553333333333334,0.20396669931439768,4.0962652158467865,produce
Organic Italian Parsley Bunch,Organic Baby Spinach,0.00474,0.17409402546523017,1.5280341614853439,produce
Seedless Red Grapes,Banana,0.01064,0.29419354838709677,1.3293879276416483,produce
Seedless Red Grapes,Organic Strawberries,0.006386666666666666,0.17658986175115207,1.4345236535430712,produce
Carrots,Organic Baby Spinach,0.005626666666666667,0.16836225812886496,1.4777260807097568,produce
Michigan Organic Kale,Organic Baby Spinach,0.006653333333333333,0.20052240305404861,1.7599976862555466,produce
Bag of Organic Bananas,Organic Strawberries,0.026333333333333334,0.16560456146235117,1.34528482097767,produce
Organic Strawberries,Bag of Organic Bananas,0.026333333333333334,0.21391822366639587,1.3452848209776698,produce
Cucumber Kirby,Banana,0.0155,0.32309616453585327,1.4599917059912033,produce
Cucumber Kirby,Organic Avocado,0.007506666666666667,0.1564758198999444,1.789522185497992,produce
Cucumber Kirby,Organic Baby Spinach,0.00746,0.15550305725403002,1.3648600695204507,produce
"Banana, Cucumber Kirby",Organic Avocado,0.0031466666666666665,0.20301075268817204,2.321714920953477,produce
"Cucumber Kirby, Organic Avocado",Banana,0.0031466666666666665,0.4191829484902309,1.8941841323553137,produce
Organic Red Bell Pepper,Organic Strawberries,0.005353333333333333,0.2059502436522185,1.673032036167494,produce
Organic Red Bell Pepper,Organic Hass Avocado,0.00488,0.1877404462682739,2.055252294573134,produce
Organic Red Bell Pepper,Organic Baby Spinach,0.00444,0.1708130289817902,1.4992366499279421,produce
Raspberries,Strawberries,0.005086666666666666,0.19306680161943318,2.923187669618954,produce
Organic Large Extra Fancy Fuji Apple,Organic Strawberries,0.006506666666666667,0.2104809143843002,1.709836834965883,produce
Organic Large Extra Fancy Fuji Apple,Organic Baby Spinach,0.00476,0.15397886564589175,1.3514821443466216,produce
Organic Large Extra Fancy Fuji Apple,Bag of Organic Bananas,0.008793333333333334,0.28445115376320895,1.7888509585980774,produce
Organic Large Extra Fancy Fuji Apple,Organic Hass Avocado,0.0051333333333333335,0.1660556394220401,1.817862057605168,produce
Red Vine Tomato,Organic Avocado,0.004266666666666667,0.16330696606277112,1.8676459979731372,produce
Organic Raspberries,Organic Hass Avocado,0.009686666666666666,0.1755042879574828,1.9212993135033147,produce
Organic Raspberries,Bag of Organic Bananas,0.01524,0.2761203043845875,1.7364600728529316,produce
Organic Raspberries,Organic Strawberries,0.014113333333333334,0.25570721101582317,2.077231608576955,produce
"Organic Hass Avocado, Organic Raspberries",Organic Strawberries,0.0031666666666666666,0.3269098417068135,2.655644530518387,produce
"Organic Hass Avocado, Organic Strawberries",Organic Raspberries,0.0031666666666666666,0.1785043216835776,3.234164543125576,produce
"Organic Raspberries, Organic Strawberries",Organic Hass Avocado,0.0031666666666666666,0.22437411431270665,2.4562923038173987,produce
"Bag of Organic Bananas, Organic Hass Avocado",Organic Raspberries,0.004173333333333334,0.17456776352481876,3.16284146983003,produce
"Organic Hass Avocado, Organic Raspberries",Bag of Organic Bananas,0.004173333333333334,0.4308327598072953,2.7094127943608206,produce
"Bag of Organic Bananas, Organic Raspberries",Organic Hass Avocado,0.004173333333333334,0.27384076990376205,2.9978189669803172,produce
"Bag of Organic Bananas, Organic Raspberries",Organic Strawberries,0.004613333333333333,0.30271216097987746,2.4590752313556252,produce
"Organic Raspberries, Organic Strawberries",Bag of Organic Bananas,0.004613333333333333,0.32687765706188,2.055661938591397,produce
"Bag of Organic Bananas, Organic Strawberries",Organic Raspberries,0.004613333333333333,0.1751898734177215,3.1741129378739252,produce
Bunched Cilantro,Organic Avocado,0.00388,0.16449971735443755,1.8812867949958547,produce
Bunched Cilantro,Limes,0.006406666666666666,0.2716223855285472,4.098929359082705,produce
Organic Garnet Sweet Potato (Yam),Bag of Organic Bananas,0.004526666666666667,0.21741914825488312,1.3673013683646011,produce
Organic Garnet Sweet Potato (Yam),Organic Hass Avocado,0.00384,0.1844380403458213,2.0190998432253098,produce
Organic Garnet Sweet Potato (Yam),Organic Baby Spinach,0.004526666666666667,0.21741914825488312,1.9083014767836435,produce
Organic Russet Potato,Bag of Organic Bananas,0.003246666666666667,0.2266170311772918,1.4251448380259,produce
Grape White/Green Seedless,Organic Strawberries,0.0038266666666666666,0.212987012987013,1.7301950689440537,produce
Organic Blueberries,Bag of Organic Bananas,0.010233333333333334,0.2117241379310345,1.331486696698607,produce
Organic Blueberries,Organic Strawberries,0.011466666666666667,0.23724137931034484,1.9272248522367574,produce
Organic Zucchini,Organic Baby Spinach,0.008746666666666666,0.19359598642467168,1.6992040938385462,produce
Organic Blackberries,Organic Strawberries,0.0058,0.20284448589414783,1.6478024849240278,produce
Organic Fuji Apple,Banana,0.015326666666666667,0.36555891238670696,1.651870367766412,produce
Organic D'Anjou Pears,Organic Baby Spinach,0.003033333333333333,0.15711325966850828,1.378992916926638,produce
Organic D'Anjou Pears,Bag of Organic Bananas,0.005206666666666667,0.269682320441989,1.6959730029472726,produce
Organic D'Anjou Pears,Organic Hass Avocado,0.0035,0.18128453038674033,1.9845774016939899,produce
Organic D'Anjou Pears,Organic Strawberries,0.004253333333333333,0.2203038674033149,1.7896333663957342,produce
Organic Navel Orange,Bag of Organic Bananas,0.0054733333333333335,0.32424960505529227,2.0391346955514775,produce
Organic Navel Orange,Organic Hass Avocado,0.0030533333333333332,0.18088467614533965,1.980200074573124,produce
Organic Navel Orange,Organic Strawberries,0.003086666666666667,0.18285939968404424,1.485454099789149,produce
Honeycrisp Apple,Banana,0.01324,0.3566810344827586,1.6117534319148605,produce
Organic Tomato Cluster,Organic Strawberries,0.005566666666666667,0.18684269411501453,1.517812299878266,produce
Organic Tomato Cluster,Bag of Organic Bananas,0.006233333333333333,0.20921906466771087,1.3157328400199828,produce
Organic Tomato Cluster,Organic Baby Spinach,0.005086666666666666,0.17073170731707316,1.4985228845851946,produce
Organic Tomato Cluster,Organic Hass Avocado,0.005686666666666666,0.19087044081449986,2.0895173056615803,produce
Green Beans,Banana,0.004246666666666667,0.2990610328638498,1.3513828868678255,produce
Gala Apples,Banana,0.00376,0.3503105590062112,1.5829668278635844,produce
Organic Bartlett Pear,Bag of Organic Bananas,0.00422,0.27799736495388666,1.748264495349782,produce
Organic Bartlett Pear,Organic Strawberries,0.003946666666666667,0.25999121651295565,2.112032628050005,produce
Organic Kiwi,Organic Strawberries,0.005573333333333333,0.26190476190476186,2.127577269738114,produce
Organic Kiwi,Organic Baby Spinach,0.0032733333333333334,0.1538220551378446,1.350105808699631,produce
Organic Kiwi,Bag of Organic Bananas,0.005666666666666667,0.26629072681704263,1.6746440140263454,produce
Organic Kiwi,Organic Hass Avocado,0.00374,0.1757518796992481,1.9240097763017963,produce
Red Raspberries,Banana,0.003106666666666667,0.2889026658400496,1.30547973718956,produce
Bartlett Pears,Banana,0.005893333333333334,0.37142857142857144,1.6783939061390485,produce
Organic Gala Apples,Organic Baby Spinach,0.00442,0.1505449591280654,1.3213425318437573,produce
Organic Gala Apples,Bag of Organic Bananas,0.0067,0.2282016348773842,1.4351100633744605,produce
Organic Gala Apples,Organic Hass Avocado,0.0044533333333333334,0.1516802906448683,1.660490701848653,produce
Organic Gala Apples,Organic Strawberries,0.005613333333333333,0.19118982742960944,1.5531261367149427,produce
Organic Small Bunch Celery,Bag of Organic Bananas,0.006313333333333333,0.2092355280600972,1.3158363746861723,produce
Organic Small Bunch Celery,Organic Hass Avocado,0.005006666666666667,0.16593018117543085,1.8164886276685612,produce
Organic Small Bunch Celery,Organic Baby Spinach,0.005953333333333333,0.1973044631020769,1.731753625822793,produce
Organic Small Bunch Celery,Organic Strawberries,0.00486,0.16106937693327442,1.3084433544538945,produce
Organic Peeled Whole Baby Carrots,Organic Strawberries,0.004726666666666666,0.1800863601727203,1.4629273775200675,produce
Organic Peeled Whole Baby Carrots,Organic Baby Spinach,0.0041266666666666665,0.15722631445262888,1.379985205845192,produce
Roma Tomato,Organic Avocado,0.003086666666666667,0.15032467532467533,1.7191751523864973,produce
Clementines,Bag of Organic Bananas,0.0032266666666666667,0.25366876310272535,1.5952672507717927,produce
Organic Grape Tomatoes,Organic Avocado,0.006313333333333333,0.1622130866735183,1.8551359409139787,produce
Organic Grape Tomatoes,Organic Strawberries,0.00742,0.19064748201438847,1.5487204062907267,produce
Organic Grape Tomatoes,Organic Baby Spinach,0.0075,0.19270298047276463,1.6913661246878113,produce
Orange Bell Pepper,Yellow Bell Pepper,0.003,0.1592920353982301,13.700576439067953,produce
Yellow Bell Pepper,Orange Bell Pepper,0.003,0.2580275229357798,13.700576439067953,produce
Organic Cilantro,Limes,0.007666666666666666,0.24897163888287507,3.7571172869649154,produce
Organic Cilantro,Organic Baby Spinach,0.00538,0.17471314137259147,1.5334681805669235,produce
Organic Cilantro,Organic Avocado,0.0048066666666666666,0.1560943927256982,1.7851600265976462,produce
Organic Cilantro,Organic Hass Avocado,0.0051533333333333336,0.16735224074474997,1.83205635029284,produce
Organic Yellow Peaches,Organic Strawberries,0.0035666666666666668,0.3194029850746269,2.5946627544648813,produce
Broccoli Crown,Large Lemon,0.0030666666666666668,0.1523683338853925,2.1630938938868893,produce
Broccoli Crown,Banana,0.006213333333333334,0.3087114938721431,1.3949909348040808,produce
Broccoli Crown,Organic Avocado,0.00388,0.1927790659158662,2.2047011198063378,produce
Broccoli Crown,Organic Baby Spinach,0.0035,0.17389864193441537,1.5263192680024755,produce
Organic Lacinato (Dinosaur) Kale,Organic Baby Spinach,0.0036266666666666665,0.19243013795542976,1.6889713688305714,produce
Organic Lacinato (Dinosaur) Kale,Organic Hass Avocado,0.0033133333333333335,0.17580474000707463,1.924588454317705,produce
Granny Smith Apples,Banana,0.00528,0.3099804305283757,1.400724945903189,produce
"Clementines, Bag",Banana,0.0061266666666666665,0.31173677069199457,1.4086614129778336,produce
Asparagus,Organic Avocado,0.0051066666666666665,0.16092436974789914,1.8403976412156808,produce
Asparagus,Organic Baby Spinach,0.005326666666666667,0.16785714285714284,1.4732926523447294,produce
Organic Carrot Bunch,Bag of Organic Bananas,0.003513333333333333,0.23611111111111108,1.484851025770026,produce
Organic Romaine Lettuce,Organic Hass Avocado,0.0030733333333333333,0.18242975860704394,1.9971145665637564,produce
Organic Broccoli,Bag of Organic Bananas,0.004026666666666666,0.22579439252336447,1.419971443841383,produce
Organic Broccoli,Organic Baby Spinach,0.003746666666666667,0.21009345794392525,1.8440034342649965,produce
Organic Broccoli,Organic Strawberries,0.0036466666666666665,0.20448598130841122,1.6611371349180442,produce
Organic Broccoli,Organic Hass Avocado,0.003246666666666667,0.18205607476635516,1.993023734852815,produce
Jalapeno Peppers,Organic Avocado,0.0032733333333333334,0.15656887755102042,1.7905864312788244,produce
Jalapeno Peppers,Limes,0.00536,0.25637755102040816,3.868876524452839,produce
Hass Avocados,Bag of Organic Bananas,0.00508,0.2184633027522936,1.373867827135839,produce
Total 2% Lowfat Greek Strained Yogurt with Peach,Total 2% Lowfat Greek Strained Yogurt With Blueberry,0.0038733333333333332,0.29642857142857143,21.936006765804496,dairy eggs
Total 2% Lowfat Greek Strained Yogurt With Blueberry,Total 2% Lowfat Greek Strained Yogurt with Peach,0.0038733333333333332,0.28663048840651206,21.936006765804493,dairy eggs
Total 2% Lowfat Greek Strained Yogurt with Peach,Total 2% with Strawberry Lowfat Greek Strained Yogurt,0.005,0.3826530612244898,19.3519754496539,dairy eggs
Total 2% with Strawberry Lowfat Greek Strained Yogurt,Total 2% Lowfat Greek Strained Yogurt with Peach,0.005,0.2528658125421443,19.3519754496539,dairy eggs
Icelandic Style Skyr Blueberry Non-fat Yogurt,Vanilla Skyr Nonfat Yogurt,0.004553333333333334,0.3636847710330139,28.848606903729287,dairy eggs
Vanilla Skyr Nonfat Yogurt,Icelandic Style Skyr Blueberry Non-fat Yogurt,0.004553333333333334,0.36118455843469066,28.848606903729287,dairy eggs
Total 2% Greek Strained Yogurt with Cherry 5.3 oz,Total 2% Lowfat Greek Strained Yogurt With Blueberry,0.0033266666666666666,0.2840068298235629,21.016785630752064,dairy eggs
Total 2% Lowfat Greek Strained Yogurt With Blueberry,Total 2% Greek Strained Yogurt with Cherry 5.3 oz,0.0033266666666666666,0.24617661568820917,21.016785630752064,dairy eggs
Total 2% Greek Strained Yogurt with Cherry 5.3 oz,Total 2% Lowfat Greek Strained Yogurt with Peach,0.0031866666666666666,0.27205463858850315,20.820508055242588,dairy eggs
Total 2% Lowfat Greek Strained Yogurt with Peach,Total 2% Greek Strained Yogurt with Cherry 5.3 oz,0.0031866666666666666,0.24387755102040815,20.820508055242588,dairy eggs
Total 2% Greek Strained Yogurt with Cherry 5.3 oz,Total 2% with Strawberry Lowfat Greek Strained Yogurt,0.00354,0.3022196926579397,15.284205630037407,dairy eggs
Total 2% with Strawberry Lowfat Greek Strained Yogurt,Total 2% Greek Strained Yogurt with Cherry 5.3 oz,0.00354,0.17902899527983818,15.284205630037409,dairy eggs
Total 2% with Strawberry Lowfat Greek Strained Yogurt,Total 2% Lowfat Greek Strained Yogurt With Blueberry,0.0058,0.29332434254888734,21.706290765827873,dairy eggs
Total 2% Lowfat Greek Strained Yogurt With Blueberry,Total 2% with Strawberry Lowfat Greek Strained Yogurt,0.0058,0.42920572274296986,21.706290765827877,dairy eggs
Vanilla Skyr Nonfat Yogurt,Non Fat Raspberry Yogurt,0.003513333333333333,0.2786885245901639,26.987268359279916,dairy eggs
Non Fat Raspberry Yogurt,Vanilla Skyr Nonfat Yogurt,0.003513333333333333,0.34021949644932215,26.987268359279916,dairy eggs
Icelandic Style Skyr Blueberry Non-fat Yogurt,Non Fat Raspberry Yogurt,0.00438,0.34984025559105436,33.87736497008274,dairy eggs
Non Fat Raspberry Yogurt,Icelandic Style Skyr Blueberry Non-fat Yogurt,0.00438,0.4241446094254358,33.87736497008273,dairy eggs
Total 2% with Strawberry Lowfat Greek Strained Yogurt,Total 2% All Natural Greek Strained Yogurt with Honey,0.0036533333333333335,0.18476062036412677,11.605566605786857,dairy eggs
Total 2% All Natural Greek Strained Yogurt with Honey,Total 2% with Strawberry Lowfat Greek Strained Yogurt,0.0036533333333333335,0.22948073701842547,11.605566605786859,dairy eggs
Organic Summer Strawberry Bunny Fruit Snacks,Organic Bunny Fruit Snacks Berry Patch,0.0034933333333333335,0.18207088255733148,8.916301790270884,snacks
Organic Bunny Fruit Snacks Berry Patch,Organic Summer Strawberry Bunny Fruit Snacks,0.0034933333333333335,0.17107411034933073,8.916301790270886,snacks
Apple Pie Fruit & Nut Food Bar,Cherry Pie Fruit & Nut Bar,0.003193333333333333,0.2724687144482366,32.00493905030188,snacks
Cherry Pie Fruit & Nut Bar,Apple Pie Fruit & Nut Food Bar,0.003193333333333333,0.375097885669538,32.00493905030188,snacks
Sparkling Lemon Water,Sparkling Water Grapefruit,0.008466666666666667,0.25183422565932984,3.0932798762610116,beverages
Lime Sparkling Water,Sparkling Lemon Water,0.008053333333333332,0.15892645704512562,4.727140304733065,beverages
Sparkling Lemon Water,Lime Sparkling Water,0.008053333333333332,0.2395399563751735,4.727140304733065,beverages
"Lime Sparkling Water, Sparkling Water Grapefruit",Sparkling Lemon Water,0.00382,0.3044633368756642,9.056018348473058,beverages
"Sparkling Lemon Water, Sparkling Water Grapefruit",Lime Sparkling Water,0.00382,0.4511811023622047,8.903718636275583,beverages
"Lime Sparkling Water, Sparkling Lemon Water",Sparkling Water Grapefruit,0.00382,0.4743377483443709,5.82629071828166,beverages
Peach Pear Flavored Sparkling Water,Sparkling Water Grapefruit,0.006593333333333333,0.2907113462669018,3.57080756141789,beverages
Peach Pear Flavored Sparkling Water,Lime Sparkling Water,0.00376,0.1657848324514991,3.2716385827818533,beverages
Zero Calorie Cola,Soda,0.0037933333333333335,0.4330289193302892,11.01481056461648,beverages
Sparkling Water Berry,Sparkling Water Grapefruit,0.005146666666666667,0.29488158899923606,3.6220306542651004,beverages
Sparkling Water Berry,Lime Sparkling Water,0.003426666666666667,0.19633307868601985,3.8744851733854726,beverages
Sparkling Water Berry,Sparkling Lemon Water,0.003246666666666667,0.18601986249045072,5.533011971756417,beverages
Sparkling Water Grapefruit,Lime Sparkling Water,0.012546666666666666,0.1541107107762856,3.0412585997162007,beverages
Lime Sparkling Water,Sparkling Water Grapefruit,0.012546666666666666,0.2475990001315616,3.0412585997162003,beverages
Grapefruit Sparkling Water,Lemon Sparkling Water,0.0034333333333333334,0.19559437903532093,17.781307185029178,beverages
Lemon Sparkling Water,Grapefruit Sparkling Water,0.0034333333333333334,0.31212121212121213,17.781307185029174,beverages
Pure Sparkling Water,Sparkling Water Grapefruit,0.005173333333333334,0.17696693272519956,2.1736848926285566,beverages
Organic Whole Strawberries,Frozen Organic Wild Blueberries,0.010586666666666666,0.22685714285714284,5.049498653890997,frozen
Frozen Organic Wild Blueberries,Organic Whole Strawberries,0.010586666666666666,0.23564327051491318,5.049498653890996,frozen
Mango Chunks,Pineapple Chunks,0.005373333333333333,0.18955785512699908,4.757978291340338,frozen
Organic Frozen Mango Chunks,Organic Whole Strawberries,0.0033333333333333335,0.1953125,4.185267857142857,frozen
Organic Frozen Mango Chunks,Frozen Organic Wild Blueberries,0.003246666666666667,0.190234375,4.234330946728002,frozen
Organic Sliced Peaches,Organic Whole Strawberries,0.00336,0.23573433115060805,5.051449953227315,frozen
Sustainably Soft Bath Tissue,100% Recycled Paper Towels,0.01024,0.14483734087694486,1.3968303681834782,household
100% Recycled Bath Tissue Rolls,100% Recycled Paper Towels,0.00406,0.2198159177043855,2.1199336262357553,household
Vegan Smooth Chocolate Nutritional Shake,Vegan Nutritional Shake Sweet Vanilla Bean,0.0037114865049259066,0.2730923694779116,27.009240741644035,personal care
Vegan Nutritional Shake Sweet Vanilla Bean,Vegan Smooth Chocolate Nutritional Shake,0.0037114865049259066,0.3670715249662618,27.009240741644035,personal care
Hair Shampoos,Moroccan Argan Oil + Argan Stem Cell Triple Moisture Conditioner,0.003274841033758153,0.49079754601226994,53.684461129933155,personal care
Moroccan Argan Oil + Argan Stem Cell Triple Moisture Conditioner,Hair Shampoos,0.003274841033758153,0.3582089552238806,53.684461129933155,personal care
Shells & Real Aged Cheddar Macaroni & Cheese,Macaroni Shells & White Cheddar Cheese,0.00321,0.14909428704133768,6.243479356839937,dry goods pasta
Macaroni Shells & White Cheddar Cheese,Shells & Real Aged Cheddar Macaroni & Cheese,0.00321,0.13442211055276385,6.243479356839937,dry goods pasta
Organic Pinto Beans,Organic Black Beans,0.00502,0.2065843621399177,2.2857309375959027,canned goods
India Pale Ale,Beer,0.01555678012801492,0.2360128617363344,2.5029352309381276,alcohol
Beer,India Pale Ale,0.01555678012801492,0.16498089458305237,2.5029352309381276,alcohol
Cabernet Sauvignon Wine,Cabernet Sauvignon,0.00548938154380908,0.1838183108587651,1.7849177902733597,alcohol
Amber Ale,Beer,0.005171463693781526,0.27758816837315126,2.943844675248825,alcohol
Amber Ale,India Pale Ale,0.006082828197193845,0.3265073947667804,4.953463633403933,alcohol
Variety Pack Hard Cider,India Pale Ale,0.005277436310457378,0.33155792276964047,5.030085502288481,alcohol
Organic Stage 3 Pear Carrot Apricot Baby Food,Baby Food Stage 2 Blueberry Pear & Purple Carrot,0.00542,0.20330082520630158,2.4792783561744094,babies
Organic Sunny Days Apple Snack Bars,Sunny Days Strawberry Snack Bars,0.00646,0.2734970364098222,9.93811905558947,babies
Sunny Days Strawberry Snack Bars,Organic Sunny Days Apple Snack Bars,0.00646,0.23473837209302326,9.93811905558947,babies
Organic Stage 4 Green Bean Pear & Pea Baby Food,"Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods",0.0093,0.26480637813211844,7.657789998036971,babies
"Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods",Organic Stage 4 Green Bean Pear & Pea Baby Food,0.0093,0.2689415847310584,7.657789998036971,babies
Organic Stage 4 Spinach Mango & Pear Baby Food,"Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods",0.00918,0.2385654885654886,6.898944145907709,babies
"Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods",Organic Stage 4 Spinach Mango & Pear Baby Food,0.00918,0.26547137073452864,6.898944145907709,babies
